a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,d1,d2,d3,d4,d5,e1,e2,e3,e4,e5,label
2,2,3,2,3,2,3,3,2,2,0,3,2,3,0,2,0,3,2,3,3,3,2,3,2,10
0,0,2,0,3,2,3,0,2,0,0,0,0,0,0,3,3,3,2,2,3,0,2,2,2,13
0,3,3,0,0,3,3,2,2,3,2,2,0,3,0,3,2,3,0,2,3,2,3,3,3,3
0,3,0,3,2,3,0,0,2,0,0,0,3,2,3,3,0,2,0,0,0,3,0,0,3,10
0,0,2,0,0,0,0,3,0,2,0,0,3,3,0,2,0,3,0,0,0,0,0,0,2,11
0,0,3,3,0,2,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,2,1
0,0,0,0,3,3,0,0,0,2,3,2,0,3,0,2,2,3,0,2,2,2,0,0,3,6
0,0,0,2,0,0,0,0,0,2,0,0,2,0,3,0,0,3,3,0,0,2,3,2,3,16
3,3,2,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,3,0,3,0,3,0,3,8
0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,17
0,3,0,2,0,0,0,3,0,0,0,0,3,0,0,2,2,0,0,0,0,2,0,0,2,17
0,0,2,3,3,3,3,3,2,0,0,0,3,0,0,0,0,2,3,0,2,0,0,0,0,0
0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17
3,0,0,0,2,0,0,3,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,3,11
3,0,0,0,2,3,2,0,0,0,3,0,0,0,3,0,0,2,0,0,0,0,2,0,0,15
0,0,2,0,2,3,0,3,2,2,3,0,3,2,3,0,0,2,0,3,3,0,2,0,2,15
0,0,3,0,0,3,2,0,0,0,0,0,0,3,0,3,2,0,0,0,2,0,0,0,0,11
3,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,3,0,0,0,0,0,3,0,0,19
2,0,2,2,0,3,2,0,0,3,0,0,3,0,3,3,0,2,2,0,2,0,0,0,3,1
0,3,0,0,3,2,0,0,2,0,0,3,0,0,2,0,2,2,0,0,0,0,0,0,0,18
2,3,3,3,0,0,0,0,0,3,0,2,0,2,0,3,0,0,0,0,3,0,2,3,0,12
0,0,3,0,3,0,2,2,0,0,3,0,2,0,0,3,0,0,0,3,0,0,0,0,0,5
0,0,2,0,3,3,0,2,0,3,0,2,3,2,3,2,0,0,0,0,3,0,3,0,0,3
2,0,0,0,0,3,0,0,0,3,2,0,0,3,2,2,0,2,3,3,0,0,3,0,3,8
3,0,2,2,3,3,0,3,3,2,2,3,2,3,3,3,2,3,3,2,0,3,2,2,3,6
2,2,0,3,0,3,0,3,2,0,2,0,3,0,2,0,0,0,0,0,2,0,0,0,0,17
0,3,0,0,2,3,0,0,0,0,2,0,3,2,0,0,2,3,3,0,2,3,0,0,0,6
2,0,3,2,0,0,0,2,0,2,0,3,0,3,0,3,0,3,0,0,0,3,0,2,3,12
0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,2,0,3,3,2,0,0,0,0,0,6
0,3,0,0,2,2,0,3,3,2,0,3,0,0,0,2,0,3,0,0,0,0,0,2,3,10
0,0,2,0,2,0,0,0,0,2,3,0,0,0,3,0,0,3,3,0,0,0,0,3,2,16
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
2,0,0,0,3,3,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,18
0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,17
0,0,0,0,2,2,3,0,0,0,0,2,3,2,3,3,0,0,0,0,0,0,3,0,0,18
2,3,0,2,2,0,0,0,0,0,3,0,3,0,3,0,2,3,0,0,0,2,0,0,0,7
0,0,0,0,0,2,2,2,0,3,3,0,3,0,0,0,3,3,0,2,0,3,0,2,3,8
0,2,3,0,2,0,0,0,2,3,2,3,2,2,3,3,0,0,0,3,3,2,2,2,0,16
2,0,0,3,0,0,3,0,2,0,0,0,2,0,0,3,2,3,0,0,0,0,2,0,3,4
0,0,0,0,0,0,2,2,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,19
0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,2,0,3,0,0,0,0,0,0,2,7
0,2,3,2,0,2,0,0,3,3,0,3,2,2,0,0,0,0,0,3,2,0,2,0,0,14
3,2,3,0,0,2,2,2,3,2,3,0,0,3,0,2,2,3,0,0,3,2,3,0,0,11
0,2,0,3,3,3,0,0,3,3,0,3,0,3,2,0,3,2,0,2,2,3,2,0,3,12
0,0,0,0,0,2,3,0,0,0,0,2,3,0,0,3,0,3,0,0,0,2,0,0,2,7
3,3,3,0,3,2,0,0,0,3,2,2,0,3,0,0,0,0,2,0,3,0,0,0,2,3
0,3,0,0,0,0,2,3,3,2,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,13
3,2,3,3,0,0,0,3,0,2,0,0,2,2,3,0,0,2,0,3,0,0,0,3,2,21
0,0,0,0,2,0,3,3,2,3,2,0,3,3,3,3,3,2,0,2,0,0,3,0,2,11
0,0,0,3,0,0,3,3,0,3,0,2,0,0,0,3,0,0,0,0,3,2,2,3,2,8
2,0,0,2,3,3,0,2,3,2,0,3,0,3,0,0,2,0,3,3,2,0,0,0,2,12
2,3,0,2,3,3,3,0,0,3,0,0,3,3,0,3,0,0,3,0,0,0,0,2,2,11
2,3,3,0,2,0,2,0,0,0,0,0,0,0,2,0,3,2,0,0,0,3,0,3,0,22
0,0,0,0,0,0,0,0,0,2,3,3,2,0,3,0,2,3,0,0,0,3,0,0,2,8
0,2,0,0,2,0,3,0,2,3,2,0,3,3,3,3,3,0,0,2,0,0,3,0,0,18
0,0,0,0,0,0,3,0,0,3,3,0,0,0,2,0,2,0,0,2,0,2,0,2,2,22
0,2,0,3,3,3,3,3,2,0,0,0,3,0,0,2,3,0,0,0,2,2,0,0,0,17
0,2,0,2,0,0,2,3,2,2,0,2,0,3,0,3,3,3,0,0,3,0,2,0,3,18
3,0,2,0,0,2,2,0,0,3,0,2,3,2,0,0,0,0,3,3,0,3,0,0,0,14
0,2,2,0,0,0,0,0,0,0,3,0,0,2,3,0,3,3,0,0,2,0,0,0,0,3
0,3,3,0,0,0,3,2,0,0,2,2,0,3,0,3,0,3,0,0,3,2,3,3,3,3
0,0,0,0,0,3,0,0,0,3,2,0,0,3,2,0,0,2,3,3,0,0,3,0,3,8
0,0,0,0,3,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,3,2,0,0,0,17
3,2,0,0,3,0,2,2,0,0,0,3,2,0,0,0,0,3,0,0,0,2,0,0,0,8
0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,5
2,0,0,0,0,3,2,0,3,3,3,3,3,2,3,0,0,0,0,2,0,2,0,0,0,16
3,2,3,2,3,0,0,3,0,2,0,3,2,3,2,0,3,3,0,0,0,2,3,0,0,18
2,0,2,0,2,0,3,0,3,2,3,2,0,0,2,0,3,3,0,0,2,2,0,3,2,19
0,0,2,0,2,0,3,3,2,3,2,0,3,3,3,3,3,2,0,2,3,0,3,0,0,11
0,0,2,2,0,2,3,0,0,0,0,3,0,0,2,0,0,3,0,0,0,2,0,0,0,1
0,2,2,3,0,3,0,3,0,2,0,3,3,0,0,2,3,0,0,3,0,2,0,0,0,8
3,3,0,0,0,3,0,0,0,0,3,3,0,2,3,2,0,2,3,0,0,2,0,3,2,9
2,2,3,3,3,0,2,2,0,0,0,0,0,2,0,3,0,2,0,3,3,3,2,0,0,8
3,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,2,0,2,0,3,0,0,0,0,8
0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,2,0,21
0,0,0,0,0,0,2,2,0,3,3,0,3,0,0,0,3,0,0,0,0,0,0,2,0,8
0,2,2,2,0,0,0,0,2,0,3,0,2,3,0,0,0,0,3,3,3,0,0,2,3,0
2,3,0,2,2,3,0,0,0,0,0,0,2,3,2,0,0,2,2,0,0,3,3,0,3,6
0,0,0,2,2,2,3,0,0,0,2,0,3,3,2,0,0,0,0,3,0,0,0,2,2,15
3,2,3,2,3,0,3,3,3,2,3,3,2,3,2,0,2,3,0,2,0,0,3,2,0,5
2,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,16
0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,12
3,0,0,2,3,2,2,0,0,0,3,0,2,0,2,0,3,0,2,3,0,3,0,3,0,22
0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,3,0,19
2,0,0,3,0,2,3,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,2,3,17
2,0,0,0,2,0,0,0,0,0,0,3,3,3,0,3,0,3,0,0,3,0,2,2,0,10
0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3,0,3,0,0,0,0,0,2,3,2,0,3,0,2,2,2,0,2,0,3,0,0,3,0,17
0,0,0,0,0,0,2,0,3,0,0,2,0,3,0,3,3,0,0,0,2,0,3,0,0,18
0,3,2,2,0,3,0,0,2,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,10
3,0,0,0,2,0,3,0,0,3,0,0,3,3,0,0,3,0,0,2,0,2,0,2,2,18
0,0,2,0,3,3,0,3,2,0,0,0,3,0,0,2,2,0,3,0,3,0,0,0,0,6
0,0,3,3,2,0,3,0,2,3,3,0,2,3,0,0,3,2,2,0,3,0,0,0,2,11
3,0,0,2,0,0,2,0,2,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,2,7
0,0,0,0,2,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,2,0,0,0
2,0,2,3,2,0,0,2,0,3,0,2,0,2,0,0,0,0,3,0,0,2,3,0,3,12
0,3,2,3,2,3,0,2,2,0,0,0,3,2,3,3,3,2,3,3,0,3,0,3,2,10
0,0,0,0,0,3,3,0,0,3,0,0,0,3,3,2,2,0,2,0,0,0,0,2,0,17
0,0,0,0,0,3,3,0,0,0,2,0,3,3,0,0,3,0,0,0,0,0,2,0,0,8
0,3,0,2,0,3,0,0,3,3,2,3,0,0,0,3,2,0,3,3,0,0,0,2,0,14
3,3,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,3,0,2,0,0,0,14
0,2,3,3,3,3,3,0,2,0,0,2,2,3,0,3,0,2,2,3,0,0,3,0,0,10
0,2,2,0,3,3,2,3,3,0,0,0,3,0,0,2,2,3,3,3,3,0,0,0,0,11
0,0,0,0,0,0,0,0,3,3,0,0,2,2,3,0,0,3,0,0,0,3,2,0,0,19
0,2,0,0,2,0,0,3,0,3,3,0,0,2,3,0,0,2,2,3,2,0,2,3,3,0
0,0,0,0,3,3,2,2,2,0,0,0,0,2,0,0,3,0,0,3,0,2,0,2,0,18
0,0,2,3,2,3,3,0,2,3,2,3,0,0,2,0,0,0,0,0,0,3,2,2,3,16
0,2,0,3,3,0,3,3,2,0,2,0,0,3,3,3,2,0,2,0,2,0,0,0,2,11
0,2,2,0,0,3,0,2,0,0,0,0,3,2,0,2,0,0,3,3,0,3,0,3,2,3
3,3,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,3,3,0,3,11
3,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,2,0,2,0,0,13
0,2,0,0,0,3,0,2,0,3,0,0,0,0,3,0,0,3,2,0,3,0,0,2,0,19
0,2,0,3,0,0,3,3,2,0,2,0,0,3,3,0,2,0,0,0,0,0,0,0,0,12
3,3,0,3,2,0,0,3,2,3,2,2,0,0,0,3,3,0,2,2,0,2,2,3,0,2
3,0,0,2,2,0,3,0,3,0,2,2,0,3,3,3,3,0,2,0,0,0,3,2,0,7
3,3,2,0,2,0,3,2,0,3,3,0,0,0,0,2,2,3,3,3,3,2,0,2,0,12
0,0,0,2,0,0,0,0,2,3,0,3,2,0,0,0,0,0,3,3,3,0,0,2,3,14
2,0,0,0,2,2,2,0,3,3,2,3,3,0,0,0,2,0,3,3,0,0,3,0,2,15
0,2,0,2,0,3,3,2,3,2,2,3,0,0,2,0,2,0,0,3,3,0,0,0,2,2
3,3,2,0,0,3,0,0,0,0,2,0,0,3,3,2,0,0,3,0,3,0,2,0,3,8
0,0,3,2,0,3,3,2,3,2,2,3,0,3,2,2,2,0,2,3,0,3,0,0,2,17
0,0,3,2,3,3,3,2,3,3,0,0,0,0,2,3,2,0,3,3,0,0,2,0,0,10
3,3,0,2,2,3,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,3,0,2,13
0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6
3,3,0,2,3,3,0,0,0,0,2,2,0,0,0,2,3,2,0,0,2,3,3,0,3,7
3,2,0,0,0,3,0,2,0,3,2,0,3,0,3,0,0,2,2,0,3,0,3,2,2,16
2,0,0,0,0,0,0,0,3,0,2,0,2,3,0,0,2,0,0,0,0,0,0,3,3,18
3,2,0,3,0,0,0,0,0,2,0,3,2,0,0,0,2,2,3,0,0,0,0,2,0,7
0,0,2,3,0,0,0,0,0,2,2,0,3,2,0,3,3,0,0,3,3,3,2,2,3,8
0,3,0,3,0,0,3,3,0,0,0,0,0,2,0,0,2,0,0,0,3,0,2,0,0,2
0,2,0,0,0,3,0,0,2,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,18
0,3,3,0,0,2,3,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,3,0,3
0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,2,2,0,0,0,3,2,0,2,12
0,0,0,2,0,3,0,2,3,0,0,3,2,0,2,3,2,0,0,3,0,0,0,0,2,10
0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,2,0,2,8
3,0,3,0,0,0,0,0,2,3,2,0,3,3,2,2,2,2,0,0,0,0,0,3,2,18
0,0,3,2,0,3,0,0,0,3,0,0,0,3,3,0,0,0,2,0,0,0,0,2,0,19
0,2,0,2,2,3,2,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,3,2,0,2
0,2,0,3,0,0,0,0,3,3,0,0,2,2,0,0,0,3,0,0,0,3,2,2,0,11
3,3,2,0,0,2,0,0,0,3,2,0,0,2,0,0,2,0,0,3,0,2,2,0,0,14
0,0,0,2,0,0,2,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,2,3,12
0,0,0,3,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,2,2,0,0,0,0,17
0,0,0,0,0,0,3,0,0,2,2,0,3,0,0,0,0,2,2,0,0,0,3,0,2,16
0,0,0,0,0,0,2,0,3,0,0,2,0,3,0,3,3,0,0,0,0,0,3,0,0,12
0,0,2,2,3,0,0,0,0,0,0,3,0,3,0,0,2,3,0,3,0,2,3,2,0,12
2,2,0,0,0,0,0,3,3,2,0,2,0,0,2,2,0,0,3,3,0,0,0,0,0,13
3,2,0,2,0,0,2,0,0,3,2,3,2,3,0,3,2,3,0,2,0,2,0,2,3,8
0,2,0,0,0,2,0,0,3,0,3,2,2,0,3,0,2,0,0,0,3,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,3,3,0,0,3,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,0,0,0,3,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,17
3,2,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,2,3,2,0,0,0,2,5
2,0,0,0,0,0,0,0,0,3,2,3,0,0,0,3,0,0,0,3,3,0,2,0,0,14
0,2,0,3,3,3,3,0,2,0,0,0,3,0,0,2,3,0,0,0,2,2,0,0,0,18
3,0,3,0,0,2,0,3,0,2,3,0,0,0,3,0,2,2,0,0,0,0,0,3,2,18
0,3,2,2,3,3,3,0,2,0,0,0,3,3,0,2,0,0,0,0,3,0,0,2,0,11
0,0,0,0,2,3,0,2,0,0,3,0,3,0,3,0,0,0,3,0,0,0,2,0,0,6
2,3,0,0,0,3,0,3,0,0,0,0,2,0,2,0,0,0,3,0,0,3,0,3,0,22
2,0,0,3,2,2,3,3,2,3,3,3,0,0,0,2,0,2,2,0,3,2,0,0,2,16
0,0,0,0,0,0,2,0,3,0,2,2,0,2,0,3,3,0,2,0,0,0,3,0,3,12
0,0,0,3,3,3,3,0,2,3,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,18
3,0,2,0,3,2,0,0,0,2,3,2,0,2,0,3,2,3,3,3,2,2,0,3,3,6
0,2,0,3,3,0,0,0,0,2,0,0,2,3,3,0,0,2,0,0,3,0,2,3,2,7
2,3,0,0,2,2,2,0,3,0,0,3,3,0,0,2,2,2,0,0,0,0,3,2,2,10
3,0,0,0,0,3,0,3,0,0,2,0,0,0,0,2,0,3,3,0,0,0,2,3,0,11
0,0,3,3,0,2,0,3,2,3,0,2,2,0,0,0,3,0,2,2,2,2,0,3,3,1
3,0,2,0,2,2,3,0,2,2,0,0,0,0,3,2,0,0,2,3,0,0,0,0,3,13
2,0,2,3,0,0,0,0,3,3,2,0,2,3,3,0,3,0,2,0,3,0,0,2,3,6
0,0,0,3,3,0,2,0,0,0,3,0,3,2,3,0,2,0,2,0,0,3,2,3,0,17
0,0,0,0,0,3,0,2,3,0,0,0,2,0,2,0,0,2,0,3,0,3,0,3,0,2
2,2,3,0,2,0,3,3,0,0,0,3,0,2,2,0,3,0,0,3,2,0,0,3,3,8
2,0,0,0,2,3,0,0,2,0,0,0,0,0,0,3,3,3,2,0,0,2,3,0,2,13
0,0,3,0,0,3,0,0,0,0,3,2,0,2,3,0,3,0,0,3,0,0,2,0,0,9
2,2,0,3,0,0,3,3,0,0,0,0,0,3,0,2,0,0,0,0,2,0,3,2,2,8
0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,2,0,0,2,0,12
0,2,3,0,2,2,0,0,2,3,2,3,0,2,3,0,0,0,3,3,3,2,2,0,3,0
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,15
0,3,3,0,2,3,2,0,0,3,0,2,0,0,0,0,0,0,2,3,0,2,0,0,0,12
0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,17
0,0,0,2,0,0,0,0,0,3,2,0,2,0,3,0,0,0,2,0,3,3,0,3,0,22
0,3,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,2,2,0,0,3,2,3,0,16
3,0,0,3,0,0,0,0,0,2,0,3,2,0,0,0,2,2,3,0,0,0,0,2,0,7
2,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,2,3,11
0,0,0,3,0,0,0,2,2,0,3,0,0,0,0,0,0,0,2,0,0,2,2,0,3,6
2,3,3,0,2,3,2,0,3,3,0,0,0,2,3,2,3,2,3,0,2,2,0,2,3,22
2,0,2,0,2,0,3,0,0,0,3,2,0,2,0,3,0,2,3,3,0,0,3,3,0,21
0,2,0,2,3,3,0,2,3,0,0,3,2,0,2,3,2,3,3,3,2,0,0,0,2,23
3,2,3,2,0,0,3,3,0,0,3,0,2,2,0,0,0,3,0,0,0,0,0,0,3,8
2,0,3,3,2,2,2,0,0,2,3,0,0,0,0,3,2,3,3,3,0,0,3,0,0,11
0,0,0,0,0,0,3,3,0,0,0,0,0,2,3,3,0,0,3,0,0,3,0,0,0,8
2,2,3,0,2,0,3,0,3,0,3,3,3,2,2,0,0,0,0,3,2,0,2,3,3,7
0,0,3,3,0,0,3,0,0,2,0,2,0,2,0,0,0,2,0,3,0,0,2,0,0,21
0,2,0,0,2,0,0,3,3,2,0,3,0,2,0,0,0,3,0,0,0,0,3,2,3,12
3,2,3,2,0,2,2,0,3,0,3,3,2,0,2,2,3,0,3,3,0,0,2,2,0,21
0,0,2,3,0,3,0,3,0,2,0,0,3,0,0,2,3,0,0,3,0,2,0,0,0,8
0,3,0,2,3,3,0,2,3,2,0,3,0,3,0,2,2,2,3,3,2,2,0,3,2,0
0,0,0,2,0,2,3,2,0,3,2,0,3,0,3,0,0,0,2,0,3,3,2,3,0,19
2,3,0,0,0,2,3,0,0,3,3,2,2,2,0,0,2,3,0,0,0,0,0,0,2,8
0,0,3,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,12
0,0,0,2,0,3,2,0,3,3,0,0,3,2,3,3,2,2,3,0,2,0,0,3,0,11
0,2,3,2,0,3,3,3,2,0,0,2,3,0,0,3,0,2,0,0,2,0,0,3,0,18
0,2,0,3,2,2,3,3,0,3,0,3,0,2,2,2,3,0,2,0,0,2,0,0,3,10
3,3,0,0,0,0,0,3,3,0,2,2,0,0,0,3,3,0,0,2,0,2,2,3,2,6
0,0,3,0,0,0,0,2,0,0,3,0,0,2,0,3,0,0,0,0,0,3,0,0,0,5
0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,2,13
0,0,2,0,3,3,3,0,0,2,0,2,0,2,0,3,2,2,3,2,0,3,0,2,3,12
0,0,0,0,2,0,3,0,2,3,2,0,3,3,3,3,0,2,0,2,0,0,3,2,0,18
2,2,0,0,2,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,2,0,0,23
0,0,0,2,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,15
3,0,0,0,0,0,0,2,2,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,3,6
0,2,0,3,3,3,3,0,2,3,0,0,3,0,0,2,0,0,0,0,2,0,3,0,0,18
0,3,0,0,2,2,0,3,3,3,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,10
0,2,0,3,0,3,0,0,0,0,3,0,0,3,3,0,0,2,0,2,0,0,0,0,3,15
0,2,0,0,3,0,0,0,0,0,0,2,0,3,3,0,0,0,0,3,0,0,0,0,0,9
0,3,0,0,2,3,0,0,2,0,0,0,3,2,3,3,0,2,0,2,0,3,0,0,0,10
3,2,0,0,3,0,0,0,0,0,3,3,2,3,2,2,3,3,3,2,3,0,0,0,0,8
0,2,3,0,2,0,3,2,3,0,0,0,0,3,3,3,2,0,0,3,3,3,0,0,0,18
3,2,2,3,2,0,0,3,2,3,2,0,0,2,0,3,3,0,0,0,0,3,0,3,2,11
2,3,0,2,0,2,3,2,0,3,0,0,0,3,3,0,0,0,3,0,3,0,2,0,0,19
0,2,0,3,2,2,0,3,0,2,0,0,0,0,0,3,3,0,0,0,0,3,2,3,0,11
3,3,2,0,2,2,3,0,2,2,3,3,0,0,3,2,0,0,2,3,0,2,0,0,3,16
2,2,3,3,2,0,2,0,2,3,2,3,0,2,3,0,3,3,0,3,3,3,2,3,0,5
0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15
0,3,0,2,2,0,0,0,0,2,3,0,3,0,3,0,2,3,0,0,0,2,0,0,0,7
3,0,0,0,0,0,2,0,2,0,3,3,0,0,3,0,0,0,0,2,0,3,0,3,0,7
3,0,0,0,0,2,2,0,3,2,3,0,2,0,0,0,0,0,3,0,0,0,2,0,0,13
0,2,3,3,3,3,3,0,2,0,0,0,3,0,0,2,3,0,0,3,2,0,2,0,0,18
0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,2,0,0,2,10
0,2,2,0,2,3,0,3,0,0,0,0,0,0,0,0,2,3,2,0,3,0,3,2,3,3
0,0,3,0,3,0,2,2,0,0,0,0,3,0,2,0,0,0,0,3,0,2,0,0,0,8
0,0,2,2,0,3,0,3,3,0,3,0,0,0,3,0,0,2,2,0,0,2,3,0,0,6
3,0,0,0,0,0,3,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,13
0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,2,0,0,0,3,0,14
3,0,3,0,2,0,2,3,3,0,0,0,0,2,0,0,2,0,0,0,0,2,0,3,0,11
2,2,3,0,3,3,3,0,2,2,0,2,2,0,0,3,0,0,2,0,3,3,0,0,2,13
0,3,0,0,0,0,0,0,2,0,2,2,0,3,0,3,0,2,3,0,3,0,0,2,0,5
0,2,0,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,0,2,0,2,0,0,12
3,2,3,0,2,3,0,3,3,2,2,0,3,0,3,2,0,2,0,0,0,0,0,0,3,6
2,3,2,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,3,0,3,2,0,2,3,16
3,2,3,0,3,2,0,0,3,3,0,0,0,2,0,2,2,2,3,3,0,0,0,0,0,14
3,2,3,2,2,2,3,0,0,3,0,0,2,3,2,3,2,0,3,0,3,2,3,3,2,8
2,0,0,3,0,0,2,0,2,0,3,0,3,0,3,2,0,3,0,0,3,0,2,0,0,7
3,0,2,0,0,0,2,0,3,0,0,3,0,3,2,0,3,3,2,0,0,0,0,0,0,12
0,0,0,3,0,3,3,0,2,0,0,0,3,3,2,2,0,0,0,0,2,0,0,0,0,18
0,0,0,3,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18
0,2,0,3,0,2,2,2,3,2,0,3,0,3,0,0,0,2,0,0,2,0,0,0,0,18
0,0,2,3,2,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,23
0,0,3,0,0,3,0,0,0,3,0,2,0,3,3,0,0,0,2,0,2,0,0,2,0,19
2,0,0,3,3,0,0,0,0,0,3,0,0,3,0,2,0,2,3,3,0,0,0,2,0,8
0,0,3,0,0,0,0,2,0,0,2,0,3,2,0,0,0,0,3,3,0,3,3,2,0,6
3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,12
0,3,0,0,2,3,0,0,2,0,0,0,0,0,0,3,3,3,2,3,2,2,3,0,2,13
2,2,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,13
3,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14
0,0,3,0,3,3,0,0,2,0,3,2,0,0,3,0,0,0,0,0,0,2,3,2,0,15
3,3,2,3,2,0,3,3,3,2,2,2,2,0,3,0,0,3,2,3,0,3,2,3,0,5
0,0,0,3,0,0,3,0,2,0,3,0,0,2,0,3,0,0,2,0,0,2,2,0,3,5
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,13
0,0,0,0,3,0,2,2,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,3,8
0,3,3,0,2,2,0,0,3,0,0,0,2,2,0,0,3,0,0,0,2,3,3,0,2,11
0,0,0,3,3,2,0,0,0,3,0,0,3,2,3,0,2,0,2,0,3,0,0,0,0,19
0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,2,3,0,1
0,0,0,0,3,3,0,2,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,15
3,0,0,0,0,2,2,3,0,2,0,3,0,2,2,0,2,0,3,0,0,0,2,3,0,19
2,3,0,0,2,0,2,0,0,0,2,3,0,3,0,3,3,0,2,2,2,0,0,2,0,12
0,2,0,0,0,0,2,2,3,0,3,0,0,0,0,3,0,2,3,2,0,2,0,0,2,13
0,0,0,0,0,0,0,0,3,0,2,0,0,3,2,3,2,3,0,0,2,0,0,3,2,18
